id,project_a,project_b
3300,BLST: Fast pairing-friendly elliptic curve crypto library with multi-language bindings and security focus.,JavaScript IPFS client with ESM  gRPC  TypeScript  and enhanced API for interacting with IPFS nodes.
3305,Efficient Nim-based Ethereum client supporting Capella  Deneb  Electra  and light clients.,Solhint: Solidity linter for security & style  featuring gas optimization  autofixes  and plugins.
3308,Efficient Nim-based Ethereum client supporting Capella  Deneb  Electra  and light clients.,Solidity  an Ethereum smart contract language  enhances Yul IR  SMTChecker  and language features like try-catch.
3316,Efficient Nim-based Ethereum client supporting Capella  Deneb  Electra  and light clients.,Reth: Rust Ethereum execution client featuring Alloy integration  a new engine API  and Optimism support.
3319,Efficient Nim-based Ethereum client supporting Capella  Deneb  Electra  and light clients.,JavaScript IPFS client with ESM  gRPC  TypeScript  and enhanced API for interacting with IPFS nodes.
3323,Efficient Nim-based Ethereum client supporting Capella  Deneb  Electra  and light clients.,High-performance Rust Ethereum consensus client with Electra/Deneb support  optimized sync  and slashing protection.
3326,Safe: A multi-sig smart contract wallet (Solidity) for secure digital asset management with modular features and L2 scaling.,Ethereum ERC-4337 account abstraction implementation with gas optimization and enhanced security.
3327,Safe: A multi-sig smart contract wallet (Solidity) for secure digital asset management with modular features and L2 scaling.,JavaScript Ethereum library (ethers.js v6) with enhanced providers  contracts  wallets  and EIP-4844 support.
3329,Safe: A multi-sig smart contract wallet (Solidity) for secure digital asset management with modular features and L2 scaling.,Java Ethereum client Teku supports Beacon Chain  validator functions  and Deneb/EIP-4844 upgrade.
3334,Safe: A multi-sig smart contract wallet (Solidity) for secure digital asset management with modular features and L2 scaling.,Go Ethereum (geth): Leading Ethereum execution client implementing full node functionality  smart contracts  and network protocols.
3339,Ethereum ERC-4337 account abstraction implementation with gas optimization and enhanced security.,Rust Ethereum 'core' provides Solidity macro  dynamic ABI  primitives  and EIP-712 support.
3342,Go library for fast Inner Product Arguments (IPA) and multiproofs using Bandersnatch.,Java Ethereum client Teku supports Beacon Chain  validator functions  and Deneb/EIP-4844 upgrade.
3348,Reth: Rust Ethereum execution client featuring Alloy integration  a new engine API  and Optimism support.,Go-libp2p: Modular P2P networking stack using QUIC  WebRTC  with enhanced security  performance  and resource management.
3351,Reth: Rust Ethereum execution client featuring Alloy integration  a new engine API  and Optimism support.,Lodestar: TypeScript Ethereum consensus client with performance optimizations and hard fork support (Electra  Deneb).
3360,Reth: Rust Ethereum execution client featuring Alloy integration  a new engine API  and Optimism support.,Erigon: Fast Ethereum client with Polygon integration  optimized database  and Caplin beacon sync.
3361,Reth: Rust Ethereum execution client featuring Alloy integration  a new engine API  and Optimism support.,High-performance Rust Ethereum consensus client with Electra/Deneb support  optimized sync  and slashing protection.
3363,Go-libp2p: Modular P2P networking stack using QUIC  WebRTC  with enhanced security  performance  and resource management.,JavaScript Ethereum library (ethers.js v6) with enhanced providers  contracts  wallets  and EIP-4844 support.
3365,Go-libp2p: Modular P2P networking stack using QUIC  WebRTC  with enhanced security  performance  and resource management.,Go library for fast Inner Product Arguments (IPA) and multiproofs using Bandersnatch.
3369,Go-libp2p: Modular P2P networking stack using QUIC  WebRTC  with enhanced security  performance  and resource management.,High-performance  modular Ethereum Virtual Machine (EVM) in Rust supporting EIPs and L2s like Optimism.
3372,Go-libp2p: Modular P2P networking stack using QUIC  WebRTC  with enhanced security  performance  and resource management.,JavaScript IPFS client with ESM  gRPC  TypeScript  and enhanced API for interacting with IPFS nodes.
3373,Go-libp2p: Modular P2P networking stack using QUIC  WebRTC  with enhanced security  performance  and resource management.,Monorepo for the Ethereum VM TypeScript Implementation
3376,Go-libp2p: Modular P2P networking stack using QUIC  WebRTC  with enhanced security  performance  and resource management.,Solidity (solc-js): JavaScript compiler wrapper with TypeScript  Standard JSON I/O  and SMT solver integration.
3388,Go QUIC implementation: performance-optimized  secure  HTTP/3 support  using standard library TLS & generics.,Lodestar: TypeScript Ethereum consensus client with performance optimizations and hard fork support (Electra  Deneb).
3390,Go QUIC implementation: performance-optimized  secure  HTTP/3 support  using standard library TLS & generics.,High-performance Rust Ethereum consensus client with Electra/Deneb support  optimized sync  and slashing protection.
3391,Go QUIC implementation: performance-optimized  secure  HTTP/3 support  using standard library TLS & generics.,Solidity  an Ethereum smart contract language  enhances Yul IR  SMTChecker  and language features like try-catch.
3394,Go QUIC implementation: performance-optimized  secure  HTTP/3 support  using standard library TLS & generics.,High-performance  modular Ethereum Virtual Machine (EVM) in Rust supporting EIPs and L2s like Optimism.
3398,High-performance Rust Ethereum consensus client with Electra/Deneb support  optimized sync  and slashing protection.,Lodestar: TypeScript Ethereum consensus client with performance optimizations and hard fork support (Electra  Deneb).
